"","Estimate","Std. Error","z value","Pr(>|z|)"
"FOREIGN_WORKER_INFO_STATENE:REGIONEUROPE",4497185577028354,1919272612827.28,2343.17185947,0
"FOREIGN_WORKER_INFO_STATENJ:REGIONEUROPE",-6414050845013.88,1919272610606.61,-3.34191756270967,0.000832017673720886
"FOREIGN_WORKER_INFO_STATENY:REGIONEUROPE",-6414050845014.43,1919272610606.57,-3.34191756271003,0.000832017673719817
"FOREIGN_WORKER_INFO_STATEOH:REGIONEUROPE",4497185576512636,1919272611356.9,2343.17186099644,0
"FOREIGN_WORKER_INFO_STATEOK:REGIONEUROPE",-6414050845013.32,1919272610606.62,-3.34191756270937,0.000832017673721792
"FOREIGN_WORKER_INFO_STATEOR:REGIONEUROPE",-6414050845013.73,1919272610606.74,-3.34191756270937,0.000832017673721792
"FOREIGN_WORKER_INFO_STATEPA:REGIONEUROPE",-6414050845014.4,1919272610606.58,-3.34191756270999,0.000832017673719918
"FOREIGN_WORKER_INFO_STATEPR:REGIONEUROPE",-6414050845027.75,1919272610606.21,-3.3419175627176,0.000832017673697116
"FOREIGN_WORKER_INFO_STATESC:REGIONEUROPE",-6414050976555.31,1919272612146.7,-3.34191762856514,0.000832017476323308
"FOREIGN_WORKER_INFO_STATETN:REGIONEUROPE",4497185576598068,1919272567869.5,2343.17191413317,0
"FOREIGN_WORKER_INFO_STATETX:REGIONEUROPE",-6414050845014.88,1919272610606.53,-3.34191756271034,0.000832017673718876
"FOREIGN_WORKER_INFO_STATEUT:REGIONEUROPE",-6414050845024.37,1919272610606.63,-3.3419175627151,0.000832017673704595
"FOREIGN_WORKER_INFO_STATEVA:REGIONEUROPE",-6414050845013.28,1919272610606.52,-3.34191756270952,0.000832017673721348
"FOREIGN_WORKER_INFO_STATEWA:REGIONEUROPE",-6414050845015.32,1919272610606.6,-3.34191756271045,0.000832017673718548
"FOREIGN_WORKER_INFO_STATEWI:REGIONEUROPE",-6414050855694.85,1919272610403.17,-3.34191756862904,0.000832017655977961
"FOREIGN_WORKER_INFO_STATEWY:REGIONEUROPE",-6414050845034.29,1919272610607.25,-3.34191756271921,0.000832017673692302
"FOREIGN_WORKER_INFO_STATEAL:REGIONLATIN AMERICA",-6414050845027.29,1919272610606.52,-3.34191756271682,0.000832017673699461
"FOREIGN_WORKER_INFO_STATEAR:REGIONLATIN AMERICA",-6414050844991.89,1919272610606.3,-3.34191756269875,0.00083201767375361
"FOREIGN_WORKER_INFO_STATEAZ:REGIONLATIN AMERICA",-6414050845013.78,1919272610606.55,-3.34191756270973,0.000832017673720714
"FOREIGN_WORKER_INFO_STATECA:REGIONLATIN AMERICA",-6414050845014.05,1919272610606.6,-3.34191756270978,0.000832017673720547
"FOREIGN_WORKER_INFO_STATECO:REGIONLATIN AMERICA",-6414050845013.08,1919272610606.55,-3.34191756270936,0.000832017673721803
"FOREIGN_WORKER_INFO_STATECT:REGIONLATIN AMERICA",-6414050845014.29,1919272610606.58,-3.34191756270993,0.000832017673720096
"FOREIGN_WORKER_INFO_STATEDE:REGIONLATIN AMERICA",-6414050844999.42,1919272610609.24,-3.34191756269755,0.000832017673757198
"FOREIGN_WORKER_INFO_STATEFL:REGIONLATIN AMERICA",-6414050845014.01,1919272610606.57,-3.34191756270982,0.000832017673720441
"FOREIGN_WORKER_INFO_STATEGA:REGIONLATIN AMERICA",-6414050845013.19,1919272610606.58,-3.34191756270936,0.000832017673721797
"FOREIGN_WORKER_INFO_STATEIA:REGIONLATIN AMERICA",-6414050858151.75,1919272591564.1,-3.34191760271253,0.000832017553814865
"FOREIGN_WORKER_INFO_STATEID:REGIONLATIN AMERICA",-6414050845024.55,1919272610606.69,-3.3419175627151,0.000832017673704614
