"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.10836803672186,0.0755959714235739,-1.43351602844892,0.151710421652149
"RECR_INFO_PROFESSIONAL_OCCN:RECR_INFO_COLL_UNIV_TEACHERY",-2.52043279270687,0.398597892360092,-6.32324666290489,2.5612395849312e-10
"RECR_INFO_PROFESSIONAL_OCCY:RECR_INFO_COLL_UNIV_TEACHERN",-1.86891299203093,0.0929184644447812,-20.1134726364486,5.62448629254696e-90
